Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp Atk,Sp Def,Speed,Generation,Legendary,Img
Samurott,Water,,528,95,100,85,108,70,70,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
Patrat,Normal,,255,45,55,39,35,39,42,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
Watchog,Normal,,420,60,85,69,60,69,77,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
Lillipup,Normal,,275,45,60,45,25,45,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
Herdier,Normal,,370,65,80,65,35,65,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
Stoutland,Normal,,500,85,110,90,45,90,80,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
Purrloin,Dark,,281,41,50,37,50,37,66,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
Liepard,Dark,,446,64,88,50,88,50,106,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
Pansage,Grass,,316,50,53,48,53,48,64,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
Simisage,Grass,,498,75,98,63,98,63,101,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
Pansear,Fire,,316,50,53,48,53,48,64,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
Simisear,Fire,,498,75,98,63,98,63,101,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
Panpour,Water,,316,50,53,48,53,48,64,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
Simipour,Water,,498,75,98,63,98,63,101,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
Munna,Psychic,,292,76,25,45,67,55,24,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
Musharna,Psychic,,487,116,55,85,107,95,29,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
Pidove,Normal,Flying,264,50,55,50,36,30,43,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
Blitzle,Electric,,295,45,60,32,50,32,76,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
Zebstrika,Electric,,497,75,100,63,80,63,116,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
Roggenrola,Rock,,280,55,75,85,25,25,15,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
Boldore,Rock,,390,70,105,105,50,40,20,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
Gigalith,Rock,,515,85,135,130,60,80,25,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
Drilbur,Ground,,328,60,85,40,30,45,68,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
Audino,Normal,,445,103,60,86,60,86,50,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
AudinoMega Audino,Normal,Fairy,545,103,60,126,80,126,50,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png
Timburr,Fighting,,305,75,80,55,25,35,35,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
Gurdurr,Fighting,,405,85,105,85,40,50,40,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
Tympole,Water,,294,50,50,40,50,40,64,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
Throh,Fighting,,465,120,100,85,30,85,45,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
Sawk,Fighting,,465,75,125,75,30,75,85,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
Venipede,Bug,Poison,260,30,45,59,30,39,57,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
Petilil,Grass,,280,45,35,50,70,50,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
Lilligant,Grass,,480,70,60,75,110,75,90,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
Basculin,Water,,460,70,92,65,80,55,98,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
Sandile,Ground,Dark,292,50,72,35,35,35,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
Darumaka,Fire,,315,70,90,45,15,45,50,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
DarmanitanZen Mode,Fire,Psychic,540,105,30,105,140,105,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
Maractus,Grass,,461,75,86,67,106,67,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
Crustle,Bug,Rock,475,70,95,125,65,75,45,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
Yamask,Ghost,,303,38,30,85,55,65,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
Carracosta,Water,Rock,495,74,108,133,83,65,32,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
Archen,Rock,Flying,401,55,112,45,74,45,70,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
Archeops,Rock,Flying,567,75,140,65,112,65,110,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
Trubbish,Poison,,329,50,50,62,40,62,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
Garbodor,Poison,,474,80,95,82,60,82,75,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
Zorua,Dark,,330,40,65,40,80,40,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
Zoroark,Dark,,510,60,105,60,120,60,105,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
Minccino,Normal,,300,55,50,40,40,40,75,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
Cinccino,Normal,,470,75,95,60,65,60,115,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
Gothita,Psychic,,290,45,30,50,55,65,45,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
Gothorita,Psychic,,390,60,45,70,75,85,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
Gothitelle,Psychic,,490,70,55,95,95,110,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
Solosis,Psychic,,290,45,30,40,105,50,20,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
Duosion,Psychic,,370,65,40,50,125,60,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
Reuniclus,Psychic,,490,110,65,75,125,85,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
Ducklett,Water,Flying,305,62,44,50,44,50,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
Swanna,Water,Flying,473,75,87,63,87,63,98,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
Vanillite,Ice,,305,36,50,50,65,60,44,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
Vanillish,Ice,,395,51,65,65,80,75,59,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
Vanilluxe,Ice,,535,71,95,85,110,95,79,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
Deerling,Normal,Grass,335,60,60,50,40,50,75,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
Emolga,Electric,Flying,428,55,75,60,75,60,103,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
Karrablast,Bug,,315,50,75,45,40,45,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
Foongus,Grass,Poison,294,69,55,45,55,55,15,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
Frillish,Water,Ghost,335,55,40,50,65,85,40,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
Alomomola,Water,,470,165,75,80,40,45,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
Joltik,Bug,Electric,319,50,47,50,57,50,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
Klink,Steel,,300,40,55,70,45,60,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
Klang,Steel,,440,60,80,95,70,85,50,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
Klinklang,Steel,,520,60,100,115,70,85,90,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
Tynamo,Electric,,275,35,55,40,45,40,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
Eelektrik,Electric,,405,65,85,70,75,70,40,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
Eelektross,Electric,,515,85,115,80,105,80,50,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
Elgyem,Psychic,,335,55,55,55,85,55,30,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
Beheeyem,Psychic,,485,75,75,75,125,95,40,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png
Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
Axew,Dragon,,320,46,87,60,30,40,57,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png
Fraxure,Dragon,,410,66,117,70,40,50,67,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
Haxorus,Dragon,,540,76,147,90,60,70,97,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
Cubchoo,Ice,,305,55,70,40,60,40,40,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
Beartic,Ice,,485,95,110,80,70,80,50,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png
Cryogonal,Ice,,485,70,50,30,95,135,105,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
Shelmet,Bug,,305,50,40,85,40,65,25,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png
Accelgor,Bug,,495,80,70,40,100,60,145,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png
Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png
Mienfoo,Fighting,,350,45,85,50,55,50,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
Mienshao,Fighting,,510,65,125,60,95,60,105,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
Druddigon,Dragon,,485,77,120,90,60,90,48,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
Golett,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png
Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png
Bouffalant,Normal,,490,95,110,95,40,95,55,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png
Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png
Braviary,Normal,Flying,510,100,123,75,57,75,80,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png
Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
Heatmor,Fire,,484,85,97,66,105,66,65,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
Durant,Bug,Steel,484,58,109,112,48,48,109,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
Deino,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
TornadusIncarnate Forme,Flying,,580,79,115,70,125,80,111,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
TornadusTherian Forme,Flying,,580,79,100,80,110,90,121,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png
ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
ThundurusTherian Forme,Electric,Flying,580,79,105,70,145,80,101,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png
Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
LandorusTherian Forme,Ground,Flying,600,89,145,90,105,80,91,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png
Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
KyuremBlack Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png
KyuremWhite Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png
KeldeoOrdinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
KeldeoResolute Forme,Water,Fighting,580,91,72,90,129,90,108,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png
MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
MeloettaPirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
Genesect,Bug,Steel,600,71,120,95,120,95,99,5,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
Chespin,Grass,,313,56,61,65,48,45,38,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
Quilladin,Grass,,405,61,78,95,56,58,57,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
Fennekin,Fire,,307,40,45,40,62,60,60,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
Braixen,Fire,,409,59,59,58,90,70,73,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png
Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
Froakie,Water,,314,41,56,40,62,44,71,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
Frogadier,Water,,405,54,63,52,83,56,97,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
Greninja,Water,Dark,530,72,95,67,103,71,122,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
Bunnelby,Normal,,237,38,36,38,32,36,57,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png
Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
Scatterbug,Bug,,200,38,35,40,27,25,35,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
Spewpa,Bug,,213,45,22,60,27,30,29,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
Litleo,Fire,Normal,369,62,50,58,73,54,72,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
Flabébé,Fairy,,303,44,38,39,61,79,42,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
Floette,Fairy,,371,54,45,47,75,98,52,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
Florges,Fairy,,552,78,65,68,112,154,75,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
Skiddo,Grass,,350,66,65,48,62,57,52,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
Gogoat,Grass,,531,123,100,62,97,81,68,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
Pancham,Fighting,,348,67,82,62,46,48,43,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
Furfrou,Normal,,472,75,80,60,65,90,102,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
Espurr,Psychic,,355,62,48,54,63,60,68,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
MeowsticMale,Psychic,,466,74,48,76,83,81,104,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
MeowsticFemale,Psychic,,466,74,48,76,83,81,104,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png
Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
